Approved_Symbol	Entrez_ID	BIG-C_Category	Affymetrix_HGU133A	BrainArray_HGU133A	Affymetrix_HGU133A2	BrainArray_HGU133A2	Affymetrix_HGU133-Plus2	BrainArray_HGU133-Plus2	Affymetrix_HuGene1-1	BrainArray_HuGene1-1	Illumina_HWG-6v2	Illumina_HWG-6v3	Illumina_HT-12v3	Illumina_HT-12v4
ALDH9A1	223	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
ALDOA	226	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
ALDOB	229	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
ALDOC	230	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
ALG12	79087	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALG13	79868	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ALG5	29880	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALG6	29929	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ALG8	79053	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ALG9	79796	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALKBH4	54784	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ALLC	55821	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ALMS1	7840	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ALOX12	239	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALOX12B	242	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALOX15	246	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALOX15B	247	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALOX5	240	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALOX5AP	241	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ALPL	249	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALPP	250	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ALPPL2	251	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ALS2CL	259173	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
ALX1	8092	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ALX3	257	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
AMBP	259	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
AMBRA1	55626	Autophagy	1	1	1	1	1	1	1	1	1	1	1	1
AMD1	262	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
AMFR	267	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
AMIGO2	347902	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
AMMECR1	9949	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
AMOT	154796	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
AMOTL2	51421	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
AMPD1	270	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
AMPD2	271	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
AMPH	273	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
AMT	275	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
AMZ2	51321	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC10	10393	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC13	25847	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC15	25906	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC2	29882	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC5	51433	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ANGEL1	23357	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANGEL2	90806	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANGPT1	284	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ANGPT2	285	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ANGPTL2	23452	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ANGPTL3	27329	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ANGPTL4	51129	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ANGPTL8	55908	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ANK2	287	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ANK3	288	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ANKEF1	63926	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANKFY1	51479	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
ANKH	56172	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
ANKMY2	57037	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ANKRA2	57763	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD1	27063	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD10	55608	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD11	29123	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD12	23253	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD17	26057	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD2	26287	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD26	22852	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD27	84079	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD28	23243	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD40	91369	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD46	157567	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD49	54851	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD55	79722	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
ANKRD6	22881	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ANKS1A	23294	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANKZF1	55139	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
ANO1	55107	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
ANO10	55129	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
ANO3	63982	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ANOS1	3730	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ANP32A	8125	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ANP32B	10541	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ANP32C	23520	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANP32D	23519	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ANP32E	81611	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ANPEP	290	Immune-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ANTXR1	84168	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ANXA1	301	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
ANXA11	311	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ANXA2	302	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ANXA2P1	303	Pseudogenes	1	1	1	1	1	1	1	1	1	1	1	1
ANXA2P3	305	Pseudogenes	1	1	1	1	1	1	1	1	1	1	1	1
ANXA3	306	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ANXA4	307	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
ANXA5	308	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ANXA6	309	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
ANXA7	310	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AOAH	313	Secreted-Immune	1	1	1	1	1	1	1	1	1	1	1	1
AOC1	26	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
AOC3	8639	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
AOX1	316	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
AP1AR	55435	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP1B1	162	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP1G1	164	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP1G2	8906	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP1M2	10053	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP1S1	1174	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP1S2	8905	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP2A2	161	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
AP2B1	163	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
AP2M1	1173	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
AP2S1	1175	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
AP3B1	8546	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP3B2	8120	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP3D1	8943	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP3M2	10947	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP4E1	23431	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP4M1	9179	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP4S1	11154	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP5M1	55745	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
AP5S1	55317	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
APAF1	317	Pro-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
APBA2	321	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
APBA3	9546	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
APBB1	322	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
APBB1IP	54518	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
APBB2	323	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
APC	324	WNT-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
APEH	327	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
APEX1	328	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
APEX2	27301	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
APH1A	51107	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
APH1B	83464	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
API5	8539	Anti-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
APLNR	187	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
APLP1	333	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
APLP2	334	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APMAP	57136	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
APOA1	335	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOA4	337	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
APOB	338	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
APOBEC1	339	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
APOBEC2	10930	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
APOBEC3B	9582	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
APOBEC3C	27350	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
APOBEC3F	200316	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
APOBEC3G	60489	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
APOBR	55911	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
APOC1	341	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOC3	345	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOD	347	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOE	348	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
APOH	350	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOL1	8542	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOL2	23780	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
APOL3	80833	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOL6	80830	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOLD1	81575	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOM	55937	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOO	79135	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
APOOL	139322	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
APP	351	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
APPBP2	10513	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
APPL1	26060	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
APPL2	55198	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
APRT	353	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
APTX	54840	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
AQP1	358	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
AQP2	359	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
AQP3	360	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
AQP4	361	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
AQP5	362	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
AQP6	363	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
AQP8	343	Reactive-Oxygen-Species-Protection	1	1	1	1	1	1	1	1	1	1	1	1
AQP9	366	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
AQR	9716	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
AR	367	Nuclear-Hormone-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
ARAF	369	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
ARAP1	116985	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARAP3	64411	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARC	23237	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ARCN1	372	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
AREG	374	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ARF3	377	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARF4	378	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ARF5	381	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARF6	382	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARFGAP1	55738	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARFGAP2	84364	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARFGAP3	26286	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARFGEF1	10565	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARFGEF2	10564	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARFIP1	27236	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ARFIP2	23647	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ARFRP1	10139	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ARG1	383	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ARG2	384	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
ARGLU1	55082	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP1	392	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP10	79658	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP12	94134	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP17	55114	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP22	58504	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP24	83478	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP25	9938	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP26	23092	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP28	79822	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP29	9411	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP32	9743	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP33	115703	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP35	2909	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP4	393	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP44	9912	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP45	23526	MHC-Class-ONE	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP5	394	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGAP6	395	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGDIA	396	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGDIB	397	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF10	9639	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF10L	55160	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF11	9826	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF12	23365	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF15	22899	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF16	27237	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF17	9828	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF18	23370	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF2	9181	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF26	26084	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF3	50650	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF4	50649	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF40	55701	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF6	9459	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF7	8874	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARHGEF9	23229	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ARID1A	8289	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ARID3A	1820	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ARID4A	5926	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ARID4B	51742	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ARID5B	84159	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ARIH1	25820	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
ARIH2	10425	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
ARL1	400	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ARL14	80117	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARL15	54622	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ARL2BP	23568	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARL3	403	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
ARL4C	10123	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
ARL4D	379	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ARL6IP1	23204	Anti-Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1
ARL6IP4	51329	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
ARL6IP5	10550	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ARL8B	55207	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
ARMC1	55156	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
ARMC6	93436	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ARMC7	79637	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ARMC8	25852	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ARMC9	80210	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ARMCX1	51309	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ARMCX2	9823	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ARMCX3	51566	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
ARMT1	79624	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
ARNT	405	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ARNT2	9915	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ARNTL	406	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ARNTL2	56938	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ARPC1A	10552	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARPC2	10109	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARPC5	10092	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARPC5L	81873	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARPP19	10776	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ARPP21	10777	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
ARR3	407	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ARRB1	408	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARRB2	409	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ARSA	410	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
ARSB	411	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
ARSD	414	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ARSF	416	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ART1	417	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ART3	419	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ART4	420	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
ARTN	9048	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ARVCF	421	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ASAH1	427	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
ASAP1	50807	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ASAP2	8853	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ASAP3	55616	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
ASB13	79754	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
ASB4	51666	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
ASB6	140459	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
ASB7	140460	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ASB8	140461	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
ASB9	140462	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
ASCC2	84164	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ASCC3	10973	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ASCL2	430	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ASF1A	25842	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ASF1B	55723	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ASGR1	432	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ASGR2	433	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ASH1L	55870	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
ASH2L	9070	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
ASIC1	41	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
ASIP	434	Melanosome	1	1	1	1	1	1	1	1	1	1	1	1
ASL	435	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ASMTL	8623	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ASNA1	439	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ASNS	440	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ASNSD1	54529	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ASPA	443	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ASPH	444	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ASPM	259266	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ASPN	54829	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
ASPSCR1	79058	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
ASRGL1	80150	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ASS1	445	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
ASTE1	28990	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
ASTN2	23245	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ASUN	55726	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
ASXL1	171023	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
